,시간,시가,고가,저가,종가,거래량
31199,2017-10-05T07:00:00,4877000,4926000,4869000,4902000,0.121354
31198,2017-10-05T08:00:00,4900000,4928000,4885000,4895000,0.343016
31197,2017-10-05T09:00:00,4894000,4924000,4854000,4885000,0.14743
31196,2017-10-05T10:00:00,4890000,4930000,4867000,4918000,1.13454091
31195,2017-10-05T11:00:00,4916000,4920000,4856000,4864000,0.135657
31194,2017-10-05T12:00:00,4868000,4906000,4824000,4826000,0.150697
31193,2017-10-05T13:00:00,4858000,4862000,4811000,4826000,0.117101
31192,2017-10-05T14:00:00,4829000,4852000,4811000,4849000,0.18825371
31191,2017-10-05T15:00:00,4812000,4865000,4812000,4862000,0.134152
31190,2017-10-05T16:00:00,4839000,4858000,4839000,4858000,0.09499125
31189,2017-10-05T19:00:00,4877000,4937000,4877000,4930000,0.24167
31188,2017-10-05T20:00:00,4937000,4939000,4893000,4904000,1.05587475
31187,2017-10-05T21:00:00,4903000,4993000,4903000,4962000,0.104059
31186,2017-10-05T22:00:00,4985000,4988000,4916000,4958000,0.13336
31185,2017-10-05T23:00:00,4960000,4965000,4923000,4954000,0.161029
31184,2017-10-06T00:00:00,4928000,4980000,4923000,4938000,0.152651
31183,2017-10-06T01:00:00,4938000,4964000,4922000,4959000,0.14070882
31182,2017-10-06T02:00:00,4947000,4964000,4914000,4955000,0.143153
31181,2017-10-06T03:00:00,4923000,4985000,4923000,4971000,0.123978
31180,2017-10-06T04:00:00,4972000,4989000,4941000,4951000,0.128259
31179,2017-10-06T05:00:00,4953000,4990000,4917000,4949000,0.113699
31178,2017-10-06T06:00:00,4948000,4975000,4928000,4964000,0.49083903
31177,2017-10-06T07:00:00,4965000,4985000,4926000,4984000,0.13381128
31176,2017-10-06T08:00:00,4960000,4989000,4919000,4926000,0.137737
31175,2017-10-06T09:00:00,4927000,4975000,4917000,4974000,0.123415
31174,2017-10-06T10:00:00,4974000,4989000,4941000,4948000,0.122746
31173,2017-10-06T11:00:00,4948000,4986000,4942000,4947000,0.118383
31172,2017-10-06T12:00:00,4978000,4979000,4944000,4948000,0.14287
31171,2017-10-06T13:00:00,4948000,4970000,4948000,4948000,0.121478
31170,2017-10-06T14:00:00,4948000,4989000,4948000,4976000,0.14677286
31169,2017-10-06T15:00:00,4968000,5015000,4968000,5013000,0.080616
31168,2017-10-06T16:00:00,5018000,5018000,5018000,5018000,0.21194278
31167,2017-10-06T17:00:00,4932000,4954000,4885000,4954000,21.30097763
31166,2017-10-06T18:00:00,5015000,5026000,4975000,4978000,0.073216
31165,2017-10-06T19:00:00,5026000,5031000,4972000,5018000,0.145266
31164,2017-10-06T20:00:00,4979000,5016000,4963000,5004000,0.135348
31163,2017-10-06T21:00:00,4967000,5013000,4948000,4994000,0.135533
31162,2017-10-06T22:00:00,4959000,4992000,4936000,4940000,0.824517
31161,2017-10-06T23:00:00,4983000,5016000,4940000,5000000,0.138879
31160,2017-10-07T00:00:00,5002000,5014000,4953000,4961000,0.140929
31159,2017-10-07T01:00:00,4996000,5006000,4946000,4993000,0.136752
31158,2017-10-07T02:00:00,4993000,5005000,4930000,4935000,0.144241
31157,2017-10-07T03:00:00,4929000,4977000,4923000,4977000,0.131375
31156,2017-10-07T04:00:00,4934000,4977000,4917000,4973000,0.138311
31155,2017-10-07T05:00:00,4973000,4994000,4934000,4977000,0.145209
31154,2017-10-07T06:00:00,4977000,5003000,4935000,4961000,0.13101
31153,2017-10-07T07:00:00,4955000,5015000,4950000,5010000,0.246262
31151,2017-10-07T08:00:00,4966000,5034000,4964000,5027000,0.127771
31152,2017-10-07T08:00:00,4966000,5034000,4964000,5027000,0.127771
31150,2017-10-07T09:00:00,4983000,5031000,4961000,4978000,0.130864
31149,2017-10-07T10:00:00,4982000,5021000,4965000,4967000,0.139946
31148,2017-10-07T11:00:00,5012000,5014000,4959000,5004000,0.133008
31147,2017-10-07T12:00:00,4971000,5015000,4961000,4971000,0.086796
31146,2017-10-07T14:00:00,4985000,5025000,4972000,4973000,0.122663
31145,2017-10-07T15:00:00,4973000,5021000,4947000,4947000,0.157453
31144,2017-10-07T16:00:00,4989000,4999000,4935000,4983000,0.143649
31143,2017-10-07T17:00:00,4951000,5017000,4950000,5006000,0.149029
31142,2017-10-07T18:00:00,5007000,5010000,4957000,5004000,0.127977
31141,2017-10-07T19:00:00,4971000,5010000,4955000,4960000,0.14958
31140,2017-10-07T20:00:00,4993000,4998000,4960000,4982000,0.1733086
31139,2017-10-07T21:00:00,4983000,5004000,4962000,5004000,0.145304
31138,2017-10-07T22:00:00,4997000,5024000,4962000,4977000,0.161624
31137,2017-10-07T23:00:00,4978000,5022000,4962000,4962000,0.159175
31136,2017-10-08T00:00:00,4962000,5016000,4962000,4976000,0.151428
31135,2017-10-08T01:00:00,4976000,5015000,4962000,4970000,0.136135
31134,2017-10-08T02:00:00,5006000,5021000,4964000,5008000,0.134086
31133,2017-10-08T03:00:00,5014000,5020000,4967000,4973000,1.26768038
31132,2017-10-08T04:00:00,4972000,5017000,4965000,4971000,0.14639902
31131,2017-10-08T05:00:00,4970000,5019000,4965000,4968000,0.131839
31130,2017-10-08T06:00:00,5017000,5018000,4963000,4970000,0.120532
31129,2017-10-08T07:00:00,4970000,5044000,4962000,5044000,0.138352
31127,2017-10-08T08:00:00,5005000,5070000,5001000,5047000,0.137104
31128,2017-10-08T08:00:00,5005000,5070000,5001000,5047000,0.137104
31126,2017-10-08T09:00:00,5044000,5068000,5002000,5063000,0.121731
31125,2017-10-08T10:00:00,5020000,5067000,5013000,5054000,0.119881
31124,2017-10-08T11:00:00,5019000,5061000,5006000,5052000,0.133697
31123,2017-10-08T12:00:00,5048000,5058000,5001000,5054000,0.140027
31122,2017-10-08T13:00:00,5054000,5056000,4995000,5039000,0.65390564
31121,2017-10-08T14:00:00,5006000,5049000,4993000,5000000,0.140413
31120,2017-10-08T15:00:00,5005000,5067000,4998000,5060000,0.167078
31119,2017-10-08T16:00:00,5016000,5075000,5014000,5064000,0.123838
31118,2017-10-08T17:00:00,5037000,5065000,5028000,5065000,0.320516
31117,2017-10-08T18:00:00,5031000,5068000,5031000,5035000,0.268632
31116,2017-10-08T19:00:00,5055000,5058000,5049000,5049000,5.25435029
31115,2017-10-08T20:00:00,5030000,5076000,5023000,5048000,2.74273306
31114,2017-10-08T21:00:00,5055000,5082000,5044000,5058000,64.39601814
31113,2017-10-08T22:00:00,5064000,5086000,5047000,5070000,63.53878617
31112,2017-10-09T00:00:00,5183000,5185000,5136000,5140000,0.18829206
31111,2017-10-09T01:00:00,5184000,5192000,5117000,5163000,0.79174489
31110,2017-10-09T02:00:00,5129000,5187000,5127000,5182000,0.108085
31109,2017-10-09T03:00:00,5179000,5191000,5123000,5173000,0.247691
31108,2017-10-09T04:00:00,5173000,5207000,5126000,5165000,0.162125
31107,2017-10-09T05:00:00,5169000,5224000,5012000,5043000,5.83172236
31106,2017-10-09T06:00:00,5158000,5218000,5150000,5217000,0.186187
31105,2017-10-09T07:00:00,5178000,5256000,5178000,5205000,0.125705
31104,2017-10-09T08:00:00,5217000,5263000,5210000,5217000,0.154701
31103,2017-10-09T09:00:00,5222000,5269000,5212000,5219000,0.150848
31102,2017-10-09T10:00:00,5262000,5304000,5216000,5255000,0.155844
31101,2017-10-09T11:00:00,5294000,5301000,5243000,5254000,0.124039
31100,2017-10-09T12:00:00,5251000,5320000,5245000,5276000,0.165312
31099,2017-10-09T13:00:00,5275000,5312000,5213000,5258000,0.124155
31098,2017-10-09T14:00:00,5207000,5298000,5207000,5224000,0.21391014
31097,2017-10-09T15:00:00,5228000,5248000,5188000,5210000,0.154101
31096,2017-10-09T16:00:00,5210000,5266000,5210000,5266000,0.166633
31095,2017-10-09T17:00:00,5266000,5266000,5221000,5266000,0.155688
31094,2017-10-09T18:00:00,5266000,5290000,5223000,5241000,0.413219
31093,2017-10-09T19:00:00,5285000,5296000,5235000,5289000,0.133581
31092,2017-10-09T20:00:00,5294000,5312000,5251000,5294000,0.140873
31091,2017-10-09T21:00:00,5296000,5308000,5256000,5296000,0.20834388
31090,2017-10-09T22:00:00,5298000,5307000,5254000,5305000,0.147785
31089,2017-10-09T23:00:00,5302000,5389000,5263000,5389000,0.153396
31088,2017-10-10T00:00:00,5403000,5414000,5350000,5353000,0.106016
31087,2017-10-10T01:00:00,5354000,5411000,5337000,5366000,0.51983946
31086,2017-10-10T02:00:00,5366000,5487000,5347000,5487000,1.97265752
31085,2017-10-10T03:00:00,5481000,5545000,5451000,5522000,0.265526
31084,2017-10-10T04:00:00,5524000,5761000,5524000,5702000,0.115318
31083,2017-10-10T05:00:00,5571000,5663000,5510000,5655000,0.127918
31082,2017-10-10T06:00:00,5663000,5663000,5538000,5564000,0.136546
31081,2017-10-10T07:00:00,5557000,5620000,5449000,5476000,0.140433
31080,2017-10-10T08:00:00,5470000,5555000,5248000,5477000,2.07845219
31079,2017-10-10T09:00:00,5469000,5599000,5469000,5569000,0.137801
31078,2017-10-10T10:00:00,5586000,5631000,5519000,5534000,0.50785014
31077,2017-10-10T11:00:00,5543000,5584000,5488000,5573000,0.15300277
31076,2017-10-10T12:00:00,5582000,5584000,5496000,5517000,0.116731
31075,2017-10-10T13:00:00,5520000,5574000,5476000,5537000,0.23216882
31074,2017-10-10T14:00:00,5537000,5543000,5537000,5537000,0.21529037
31073,2017-10-10T15:00:00,5537000,5620000,5537000,5605000,0.26963779
31072,2017-10-10T16:00:00,5601000,5605000,5537000,5570000,0.128197
31071,2017-10-10T17:00:00,5565000,5565000,5486000,5560000,1.34379556
31070,2017-10-10T18:00:00,5518000,5560000,5504000,5507000,0.351216
31069,2017-10-10T19:00:00,5543000,5560000,5490000,5522000,0.135172
31068,2017-10-10T20:00:00,5560000,5560000,5513000,5513000,0.145615
31067,2017-10-10T21:00:00,5515000,5560000,5515000,5560000,0.906517
31066,2017-10-10T22:00:00,5542000,5590000,5541000,5560000,0.149075
31065,2017-10-10T23:00:00,5560000,5560000,5510000,5518000,0.17593576
31064,2017-10-11T00:00:00,5469000,5544000,5465000,5537000,0.41082554
31063,2017-10-11T01:00:00,5535000,5547000,5487000,5527000,0.118059
31062,2017-10-11T02:00:00,5541000,5638000,5541000,5596000,4.47246329
31061,2017-10-11T03:00:00,5592000,5665000,5557000,5557000,0.144918
31060,2017-10-11T04:00:00,5557000,5627000,5538000,5561000,0.137018
31059,2017-10-11T05:00:00,5618000,5642000,5562000,5565000,0.142929
31058,2017-10-11T06:00:00,5612000,5616000,5533000,5570000,0.15336
31057,2017-10-11T07:00:00,5565000,5567000,5473000,5526000,0.67491183
31056,2017-10-11T08:00:00,5486000,5548000,5459000,5486000,0.471204
31055,2017-10-11T09:00:00,5533000,5550000,5451000,5505000,0.172235
31054,2017-10-11T10:00:00,5504000,5523000,5456000,5523000,0.15657541
31053,2017-10-11T11:00:00,5502000,5546000,5471000,5537000,0.14681626
31052,2017-10-11T12:00:00,5493000,5538000,5460000,5504000,0.249946
31051,2017-10-11T13:00:00,5462000,5519000,5460000,5517000,0.136316
31050,2017-10-11T14:00:00,5517000,5525000,5468000,5522000,0.1632604
31049,2017-10-11T15:00:00,5519000,5538000,5479000,5519000,0.2811888
31048,2017-10-11T16:00:00,5483000,5547000,5475000,5539000,0.161802
31047,2017-10-11T17:00:00,5550000,5574000,5507000,5566000,0.118901
31046,2017-10-11T18:00:00,5562000,5572000,5510000,5570000,0.128045
31045,2017-10-11T19:00:00,5570000,5593000,5527000,5544000,0.182858
31044,2017-10-11T20:00:00,5543000,5601000,5523000,5569000,0.2182695
31043,2017-10-11T21:00:00,5527000,5569000,5487000,5487000,0.24881166
31042,2017-10-11T22:00:00,5533000,5538000,5482000,5494000,0.133413
31041,2017-10-11T23:00:00,5536000,5545000,5486000,5543000,0.141137
31040,2017-10-12T00:00:00,5529000,5576000,5495000,5576000,0.30898
31039,2017-10-12T01:00:00,5582000,5601000,5535000,5589000,0.124367
31038,2017-10-12T02:00:00,5591000,5600000,5543000,5570000,0.129364
31037,2017-10-12T03:00:00,5568000,5574000,5524000,5569000,0.108923
31036,2017-10-12T04:00:00,5528000,5605000,5517000,5567000,0.123501
31035,2017-10-12T05:00:00,5514000,5575000,5505000,5562000,0.147952
31034,2017-10-12T06:00:00,5563000,5565000,5508000,5564000,0.14581
31033,2017-10-12T07:00:00,5549000,5571000,5503000,5551000,0.157912
31032,2017-10-12T08:00:00,5557000,5568000,5511000,5557000,0.326266
31031,2017-10-12T09:00:00,5569000,5575000,5515000,5569000,0.137874
31030,2017-10-12T10:00:00,5565000,5582000,5528000,5579000,0.122584
31029,2017-10-12T11:00:00,5533000,5597000,5533000,5586000,0.22967988
31028,2017-10-12T12:00:00,5588000,5597000,5550000,5550000,0.46902006
31027,2017-10-12T13:00:00,5550000,5600000,5550000,5594000,0.17474954
31026,2017-10-12T14:00:00,5598000,5654000,5550000,5614000,0.156632
31025,2017-10-12T15:00:00,5666000,5683000,5608000,5669000,0.59956759
31024,2017-10-12T16:00:00,5664000,5757000,5625000,5748000,0.17050399
31023,2017-10-12T17:00:00,5800000,6003000,5783000,5849000,0.76784936
31022,2017-10-12T18:00:00,5853000,5963000,5828000,5941000,0.19890613
31021,2017-10-12T19:00:00,5895000,5982000,5840000,5928000,0.13445756
31020,2017-10-12T20:00:00,5916000,6022000,5903000,5934000,0.80699467
31019,2017-10-12T21:00:00,5920000,6010000,5920000,5931000,0.133283
31018,2017-10-12T22:00:00,5934000,5978000,5886000,5897000,1.13912021
31017,2017-10-12T23:00:00,5897000,5982000,5897000,5935000,0.16035305
31016,2017-10-13T00:00:00,5938000,6104000,5935000,6101000,0.20631105
31015,2017-10-13T01:00:00,6062000,6213000,6062000,6174000,0.11654
31014,2017-10-13T02:00:00,6190000,6195000,5564000,6114000,14.35465177
31013,2017-10-13T03:00:00,6059000,6194000,6020000,6179000,0.116453
31012,2017-10-13T04:00:00,6143000,6188000,6102000,6119000,0.113533
31011,2017-10-13T05:00:00,6120000,6194000,6117000,6168000,0.122947
31010,2017-10-13T06:00:00,6181000,6201000,6106000,6133000,0.111383
31009,2017-10-13T07:00:00,6125000,6209000,6105000,6154000,0.23956325
31008,2017-10-13T08:00:00,6189000,6377000,6154000,6332000,0.13533
31007,2017-10-13T09:00:00,6346000,6473000,6320000,6337000,0.77039914
31006,2017-10-13T10:00:00,6335000,6485000,6318000,6415000,0.44254476
31005,2017-10-13T11:00:00,6440000,6950000,6440000,6611000,6.58148349
31004,2017-10-13T12:00:00,6674000,6774000,6560000,6685000,1.69942225
31003,2017-10-13T13:00:00,6668000,6854000,6668000,6762000,0.58789162
31002,2017-10-13T14:00:00,6707000,6765000,6459000,6471000,2.77058297
31001,2017-10-13T15:00:00,6443000,6600000,6392000,6428000,0.45310233
31000,2017-10-13T16:00:00,6402000,6560000,6149000,6458000,4.05370532
30999,2017-10-13T17:00:00,6495000,6675000,6495000,6538000,0.12214
30998,2017-10-13T18:00:00,6523000,6619000,6523000,6606000,0.13571857
30997,2017-10-13T19:00:00,6571000,6608000,6492000,6501000,0.105032
30996,2017-10-13T20:00:00,6498000,6584000,6421000,6487000,0.330884
30995,2017-10-13T21:00:00,6539000,6545000,6353000,6359000,1.31130041
30994,2017-10-13T22:00:00,6387000,6481000,6354000,6471000,0.26371945
30993,2017-10-13T23:00:00,6433000,6665000,6433000,6576000,2.61196025
30992,2017-10-14T00:00:00,6583000,6602000,6457000,6526000,0.112331
30991,2017-10-14T01:00:00,6516000,6577000,6466000,6488000,0.31299575
30990,2017-10-14T02:00:00,6503000,6574000,6420000,6555000,3.3024019
30989,2017-10-14T03:00:00,6544000,6547000,6421000,6446000,0.10629
30988,2017-10-14T04:00:00,6445000,6456000,6332000,6439000,0.11399
30987,2017-10-14T05:00:00,6387000,6489000,6387000,6426000,0.109265
30986,2017-10-14T06:00:00,6442000,6467000,6384000,6406000,0.128273
30985,2017-10-14T07:00:00,6449000,6449000,6325000,6403000,0.27433902
30984,2017-10-14T08:00:00,6419000,6483000,6379000,6438000,0.106552
30983,2017-10-14T09:00:00,6427000,6467000,6322000,6322000,0.31059609
30982,2017-10-14T10:00:00,6326000,6427000,6326000,6380000,0.112872
30981,2017-10-14T11:00:00,6380000,6474000,6380000,6406000,0.115684
30980,2017-10-14T12:00:00,6393000,6478000,6390000,6465000,0.127081
30979,2017-10-14T13:00:00,6465000,6491000,6435000,6455000,0.077264
30978,2017-10-14T14:00:00,6405000,6439000,6380000,6427000,0.11025303
30977,2017-10-14T15:00:00,6380000,6435000,6380000,6409000,0.104117
30976,2017-10-14T16:00:00,6380000,6471000,6380000,6445000,0.13774854
30975,2017-10-14T17:00:00,6442000,6474000,6380000,6433000,0.112855
30974,2017-10-14T18:00:00,6439000,6442000,6380000,6426000,0.123638
30973,2017-10-14T19:00:00,6431000,6488000,6380000,6470000,0.10659
30972,2017-10-14T20:00:00,6502000,6586000,6502000,6545000,0.50424386
30971,2017-10-14T21:00:00,6493000,6539000,6493000,6539000,0.050497
30970,2017-10-14T22:00:00,6489000,6566000,6485000,6492000,0.09094
30969,2017-10-14T23:00:00,6546000,6573000,6475000,6566000,0.163191
30968,2017-10-15T00:00:00,6509000,6578000,6492000,6534000,0.112008
30967,2017-10-15T01:00:00,6536000,6566000,6485000,6548000,0.128378
30966,2017-10-15T02:00:00,6548000,6572000,6492000,6552000,0.112092
30965,2017-10-15T03:00:00,6500000,6551000,6481000,6481000,0.128624
30964,2017-10-15T04:00:00,6481000,6506000,6426000,6496000,0.142538
30963,2017-10-15T05:00:00,6496000,6510000,6452000,6510000,0.12246
30962,2017-10-15T06:00:00,6500000,6533000,6445000,6529000,0.121563
30961,2017-10-15T07:00:00,6533000,6557000,6492000,6546000,0.11215
30960,2017-10-15T08:00:00,6543000,6664000,6503000,6664000,0.125441
30959,2017-10-15T09:00:00,6610000,6700000,6554000,6557000,0.128624
30958,2017-10-15T10:00:00,6560000,6652000,6550000,6602000,0.106332
30957,2017-10-15T11:00:00,6644000,6660000,6558000,6649000,0.327566
30956,2017-10-15T12:00:00,6651000,6651000,6550000,6581000,0.08573
30955,2017-10-15T13:00:00,6583000,6610000,6550000,6588000,0.11260583
30954,2017-10-15T14:00:00,6591000,6599000,6538000,6599000,0.129864
30953,2017-10-15T15:00:00,6607000,6613000,6516000,6526000,0.105065
30952,2017-10-15T16:00:00,6585000,6597000,6517000,6525000,1.03623149
30951,2017-10-15T17:00:00,6524000,6566000,6385000,6425000,0.62741852
30950,2017-10-15T18:00:00,6380000,6397000,6380000,6397000,0.05668004
30949,2017-10-15T19:00:00,6261000,6382000,6256000,6311000,0.282997
30948,2017-10-15T20:00:00,6311000,6385000,6185000,6243000,0.205941
30947,2017-10-15T21:00:00,6177000,6313000,6142000,6273000,0.123104
30946,2017-10-15T22:00:00,6273000,6344000,6198000,6301000,0.1783014
30945,2017-10-15T23:00:00,6307000,6361000,6225000,6312000,1.56634644
30944,2017-10-16T00:00:00,6304000,6367000,6257000,6257000,0.142953
30943,2017-10-16T01:00:00,6258000,6306000,6188000,6266000,0.116599
30942,2017-10-16T02:00:00,6270000,6290000,6196000,6240000,0.112006
30941,2017-10-16T03:00:00,6197000,6280000,6191000,6259000,0.131476
30940,2017-10-16T04:00:00,6262000,6294000,6209000,6231000,0.124961
30939,2017-10-16T05:00:00,6242000,6296000,6192000,6276000,0.12561
30935,2017-10-16T06:00:00,6232000,6365000,6207000,6300000,1.56214801
30938,2017-10-16T06:00:00,6232000,6365000,6207000,6300000,1.56214801
30934,2017-10-16T07:00:00,6307000,6472000,6307000,6459000,0.125789
30937,2017-10-16T07:00:00,6307000,6472000,6307000,6459000,0.125789
30933,2017-10-16T08:00:00,6431000,6520000,6366000,6381000,0.116434
30936,2017-10-16T08:00:00,6431000,6520000,6366000,6381000,0.116434
30932,2017-10-16T09:00:00,6403000,6473000,6386000,6417000,0.113386
30931,2017-10-16T10:00:00,6404000,6459000,6382000,6388000,0.38201475
30930,2017-10-16T11:00:00,6388000,6464000,6377000,6420000,0.13402301
30929,2017-10-16T12:00:00,6420000,6436000,6313000,6343000,0.18692641
30928,2017-10-16T13:00:00,6351000,6392000,6315000,6372000,0.15568397
30927,2017-10-16T14:00:00,6364000,6410000,6313000,6385000,0.13555142
30926,2017-10-16T15:00:00,6389000,6450000,6282000,6364000,14.49725261
30925,2017-10-16T16:00:00,6330000,6330000,6327000,6327000,1.55233788
30924,2017-10-16T18:00:00,6344000,6428000,6327000,6428000,0.2295936
30923,2017-10-16T19:00:00,6422000,6460000,6361000,6453000,0.00915612
30922,2017-10-16T20:00:00,6449000,6480000,6370000,6411000,1.61805811
30921,2017-10-16T21:00:00,6467000,6480000,6386000,6459000,0.13551248
30920,2017-10-17T00:00:00,6381000,6412000,6315000,6412000,2.78059207
30919,2017-10-17T01:00:00,6412000,6431000,6311000,6360000,0.05884034
30918,2017-10-17T02:00:00,6374000,6439000,6311000,6424000,0.52030793
30917,2017-10-17T03:00:00,6435000,6466000,6349000,6407000,0.069562
30916,2017-10-17T04:00:00,6401000,6476000,6374000,6419000,0.050012
30915,2017-10-17T05:00:00,6412000,6477000,6380000,6380000,0.067129
30914,2017-10-17T06:00:00,6380000,6469000,6367000,6387000,0.051578
30913,2017-10-17T07:00:00,6387000,6456000,6361000,6389000,0.060704
30912,2017-10-17T08:00:00,6443000,6527000,6400000,6491000,0.11841306
30911,2017-10-17T09:00:00,6495000,6510000,6458000,6488000,0.15418171
30910,2017-10-17T10:00:00,6485000,6485000,6323000,6375000,0.22396325
30909,2017-10-17T11:00:00,6383000,6442000,6325000,6420000,0.14363826
30908,2017-10-17T12:00:00,6357000,6462000,6357000,6460000,0.09016122
30907,2017-10-17T13:00:00,6398000,6484000,6398000,6464000,0.756882
30906,2017-10-17T14:00:00,6462000,6462000,6375000,6375000,0.116411
30905,2017-10-17T15:00:00,6375000,6473000,6362000,6438000,0.072764
30904,2017-10-17T16:00:00,6375000,6448000,6353000,6370000,0.25646182
30903,2017-10-17T17:00:00,6433000,6475000,6382000,6442000,0.12952183
30902,2017-10-17T18:00:00,6425000,6473000,6360000,6428000,0.05141984
30901,2017-10-17T19:00:00,6428000,6497000,6354000,6446000,1.43973299
30900,2017-10-17T20:00:00,6353000,6448000,6311000,6403000,0.08691562
30899,2017-10-17T21:00:00,6342000,6423000,6299000,6354000,0.0629299
30898,2017-10-17T22:00:00,6341000,6466000,6303000,6417000,0.07157071
30897,2017-10-17T23:00:00,6366000,6433000,6321000,6376000,0.036307
30896,2017-10-18T00:00:00,6320000,6434000,6306000,6428000,0.039636
30895,2017-10-18T01:00:00,6385000,6459000,6345000,6432000,0.050952
30894,2017-10-18T02:00:00,6470000,6488000,6365000,6457000,0.051315
30893,2017-10-18T03:00:00,6401000,6504000,6356000,6379000,0.054068
30892,2017-10-18T04:00:00,6342000,6469000,6341000,6406000,0.0537
30891,2017-10-18T05:00:00,6414000,6467000,6341000,6457000,0.063125
30890,2017-10-18T06:00:00,6446000,6488000,6352000,6393000,0.060964
30889,2017-10-18T07:00:00,6412000,6465000,6304000,6354000,0.11630706
30888,2017-10-18T08:00:00,6321000,6473000,6316000,6457000,0.058409
30887,2017-10-18T09:00:00,6413000,6433000,6299000,6368000,0.22756163
30886,2017-10-18T10:00:00,6320000,6416000,6308000,6338000,0.163131
30885,2017-10-18T11:00:00,6317000,6350000,6299000,6327000,0.059641
30884,2017-10-18T12:00:00,6337000,6350000,6245000,6350000,0.17685507
30883,2017-10-18T13:00:00,6350000,6350000,6318000,6321000,0.10442247
30882,2017-10-18T14:00:00,6320000,6350000,6255000,6255000,2.16581802
30881,2017-10-18T15:00:00,6311000,6314000,6126000,6126000,0.86554378
30880,2017-10-18T16:00:00,6120000,6199000,5876000,5983000,1.67716166
30879,2017-10-18T17:00:00,5950000,6228000,5897000,6129000,10.71673629
30878,2017-10-18T18:00:00,6141000,6239000,5908000,6180000,3.21491612
30877,2017-10-18T19:00:00,6174000,6283000,6031000,6086000,2.54814217
30876,2017-10-18T20:00:00,6083000,6142000,5985000,6119000,0.056368
30875,2017-10-18T21:00:00,6106000,6187000,6082000,6120000,3.25660247
30874,2017-10-18T22:00:00,6143000,6143000,5977000,6037000,3.582308
30873,2017-10-18T23:00:00,5963000,6082000,5913000,5939000,0.47646213
30872,2017-10-19T00:00:00,5969000,6138000,5969000,6133000,2.54818545
30871,2017-10-19T01:00:00,6140000,6256000,6093000,6148000,2.43632972
30870,2017-10-19T02:00:00,6148000,6289000,6102000,6260000,0.055237
30869,2017-10-19T03:00:00,6213000,6314000,6129000,6312000,0.069094
30868,2017-10-19T04:00:00,6279000,6295000,6166000,6234000,0.064666
30867,2017-10-19T05:00:00,6190000,6311000,6164000,6228000,0.052352
30866,2017-10-19T06:00:00,6286000,6350000,6264000,6278000,0.05285
30865,2017-10-19T07:00:00,6278000,6489000,6274000,6407000,1.165277
30864,2017-10-19T08:00:00,6426000,6473000,6297000,6391000,0.265458
30863,2017-10-19T09:00:00,6405000,6405000,6219000,6289000,1.78277532
30862,2017-10-19T10:00:00,6320000,6484000,6289000,6393000,0.23437902
30861,2017-10-19T11:00:00,6415000,6482000,6354000,6418000,0.059168
30860,2017-10-19T12:00:00,6393000,6481000,6334000,6387000,0.070828
30859,2017-10-19T13:00:00,6495000,6499000,6379000,6494000,0.057983
30858,2017-10-19T14:00:00,6436000,6585000,6402000,6447000,0.69414391
30857,2017-10-19T15:00:00,6451000,6549000,6370000,6449000,0.40325585
30856,2017-10-19T16:00:00,6432000,6508000,6373000,6464000,0.06544
30855,2017-10-19T17:00:00,6457000,6532000,6109000,6435000,4.63717804
30854,2017-10-19T18:00:00,6460000,6570000,6370000,6472000,0.05464109
30853,2017-10-19T19:00:00,6470000,6572000,6427000,6504000,0.0533105
30852,2017-10-19T20:00:00,6548000,6565000,6431000,6466000,0.05379002
30851,2017-10-19T21:00:00,6509000,6560000,6411000,6426000,0.21208707
30850,2017-10-19T22:00:00,6406000,6582000,6393000,6465000,0.066175
30849,2017-10-19T23:00:00,6392000,6589000,6392000,6441000,2.93096676
30848,2017-10-20T00:00:00,6522000,6562000,6401000,6471000,0.063282
30847,2017-10-20T01:00:00,6454000,6548000,6380000,6479000,0.065819
30846,2017-10-20T02:00:00,6518000,6524000,6385000,6435000,0.074131
30845,2017-10-20T03:00:00,6524000,6529000,6392000,6424000,0.062383
30844,2017-10-20T04:00:00,6448000,6525000,6386000,6417000,0.055192
30843,2017-10-20T05:00:00,6489000,6574000,6391000,6472000,0.065279
30842,2017-10-20T06:00:00,6447000,6579000,6432000,6473000,0.071279
30841,2017-10-20T07:00:00,6488000,6577000,6441000,6523000,0.066924
30840,2017-10-20T08:00:00,6569000,6596000,6463000,6511000,0.055245
30839,2017-10-20T09:00:00,6536000,6589000,6457000,6543000,0.08336028
30838,2017-10-20T10:00:00,6543000,6595000,6497000,6535000,0.17433673
30837,2017-10-20T11:00:00,6564000,6577000,6452000,6492000,0.0637373
30836,2017-10-20T12:00:00,6470000,6557000,6450000,6512000,0.059564
30835,2017-10-20T13:00:00,6498000,6593000,6450000,6558000,0.97283422
30834,2017-10-20T14:00:00,6493000,6568000,6450000,6450000,0.57139792
30833,2017-10-20T15:00:00,6450000,6510000,6395000,6399000,0.3822826
30832,2017-10-20T16:00:00,6412000,6530000,6395000,6431000,0.10552583
30831,2017-10-20T17:00:00,6420000,6510000,6420000,6482000,1.75231051
30830,2017-10-20T18:00:00,6450000,6542000,6401000,6493000,0.7025888
30829,2017-10-20T19:00:00,6401000,6540000,6401000,6512000,0.0471347
30828,2017-10-20T20:00:00,6512000,6550000,6424000,6510000,0.04380202
30827,2017-10-20T21:00:00,6451000,6550000,6416000,6419000,0.040158
